Discriminação,01/01/1997,01/02/1997,01/03/1997,01/04/1997,01/05/1997,01/06/1997,01/07/1997,01/08/1997,01/09/1997,01/10/1997,01/11/1997,01/12/1997,01/01/1998,01/02/1998,01/03/1998,01/04/1998,01/05/1998,01/06/1998,01/07/1998,01/08/1998,01/09/1998,01/10/1998,01/11/1998,01/12/1998,01/01/1999,01/02/1999,01/03/1999,01/04/1999,01/05/1999,01/06/1999,01/07/1999,01/08/1999,01/09/1999,01/10/1999,01/11/1999,01/12/1999,01/01/2000,01/02/2000,01/03/2000,01/04/2000,01/05/2000,01/06/2000,01/07/2000,01/08/2000,01/09/2000,01/10/2000,01/11/2000,01/12/2000,01/01/2001,01/02/2001,01/03/2001,01/04/2001,01/05/2001,01/06/2001,01/07/2001,01/08/2001,01/09/2001,01/10/2001,01/11/2001,01/12/2001,01/01/2002,01/02/2002,01/03/2002,01/04/2002,01/05/2002,01/06/2002,01/07/2002,01/08/2002,01/09/2002,01/10/2002,01/11/2002,01/12/2002,01/01/2003,01/02/2003,01/03/2003,01/04/2003,01/05/2003,01/06/2003,01/07/2003,01/08/2003,01/09/2003,01/10/2003,01/11/2003,01/12/2003,01/01/2004,01/02/2004,01/03/2004,01/04/2004,01/05/2004,01/06/2004,01/07/2004,01/08/2004,01/09/2004,01/10/2004,01/11/2004,01/12/2004,01/01/2005,01/02/2005,01/03/2005,01/04/2005,01/05/2005,01/06/2005,01/07/2005,01/08/2005,01/09/2005,01/10/2005,01/11/2005,01/12/2005,01/01/2006,01/02/2006,01/03/2006,01/04/2006,01/05/2006,01/06/2006,01/07/2006,01/08/2006,01/09/2006,01/10/2006,01/11/2006,01/12/2006,01/01/2007,01/02/2007,01/03/2007,01/04/2007,01/05/2007,01/06/2007,01/07/2007,01/08/2007,01/09/2007,01/10/2007,01/11/2007,01/12/2007,01/01/2008,01/02/2008,01/03/2008,01/04/2008,01/05/2008,01/06/2008,01/07/2008,01/08/2008,01/09/2008,01/10/2008,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/03/2009,01/04/2009,01/05/2009,01/06/2009,01/07/2009,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/12/2009,01/01/2010,01/02/2010,01/03/2010,01/04/2010,01/05/2010,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/10/2010,01/11/2010,01/12/2010,01/01/2011,01/02/2011,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/07/2011,01/08/2011,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/01/2012,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,01/01/2013,01/02/2013,01/03/2013,01/04/2013,01/05/2013,01/06/2013,01/07/2013,01/08/2013,01/09/2013,01/10/2013,01/11/2013,01/12/2013,01/01/2014,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,01/01/2015,01/02/2015,01/03/2015,01/04/2015,01/05/2015,01/06/2015,01/07/2015,01/08/2015,01/09/2015,01/10/2015,01/11/2015,01/12/2015,01/01/2016,01/02/2016,01/03/2016,01/04/2016,01/05/2016,01/06/2016,01/07/2016,01/08/2016,01/09/2016,01/10/2016,01/11/2016,01/12/2016,01/01/2017,01/02/2017,01/03/2017,01/04/2017,01/05/2017,01/06/2017,01/07/2017,01/08/2017,01/09/2017,01/10/2017,01/11/2017,01/12/2017,01/01/2018,01/02/2018,01/03/2018,01/04/2018,01/05/2018,01/06/2018
Subsídio implícito BNDES (Orair e Gobetti),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,80123917","16,77755064","31,54739306","27,36631065","36,93589586","32,60417168","45,56807","50,58184149","22,91872081","30,45874893","24,86600923","25,05619336","31,31862591","19,21647542","24,66307846","31,38203561","36,36161312","32,27227053","42,35282726","37,31177379","48,24774691","75,72413851","75,56899439","98,29678759","129,6288034","111,8428589","107,2593049","111,2019249","120,1606601","108,9325006","138,1914961","110,3004894","98,91644237","105,9832646","63,16768246","67,92460616","64,04081514","39,3565309","90,58218425","63,04063399","74,59142915","76,21431107","86,55008312","86,2375783","80,09740948","77,68780098","82,57344849","124,2555052","107,6312107","76,28517081","129,0282642","109,4770902","125,2768018","141,3373623","129,3622931","150,3497999","124,6175498","108,3756621","99,92114321","115,9857818","119,1414665","65,04731663","107,9478561","64,81136323","95,84819813","81,32863477","87,3600922","97,99226742","47,66997965","56,5775114","45,48846244","42,45934783","55,40232564","29,71343003","45,72154497","35,7905999","38,31539307","28,89758784","35,90068703","33,94068998","20,73312497","29,27249345","21,65510555","21,81730189","0,4341760845","0,3013746398","0,3486220079","1,030475093","0,9510605063","1,142120127","1,630057246","1,476020102","1,784527663","2,730986088","2,617715192","3,328887251","349,6899325","255,3017038","343,9339904","323,7757285","251,9105422","236,6506458","425,5564876","381,5258719","518,4866697","510,4639905","406,9164788","572,6588364","268,6312488","163,4164338","428,2877954","285,5552325","639,4935708","764,8858132","950,349627","1023,099405","923,4822127","913,2383593","915,0168279","1193,789169","696,3992894","663,7858971","804,1007657","663,6346379","938,0085452","888,3987639","1023,159719","1250,53075","972,8925934","877,8387408","822,2158225","937,2775158","1822,641782","1214,922853","1555,484784","1056,864522","1220,17004","741,5304286","1153,072829","1216,875046","457,7831384","817,3264682","537,8971737","548,7493693","662,4114578","292,7582338","485,3633353","706,6925516","655,2483868","688,6446968","1109,222557","1067,917634","1084,916972","1417,733525","1100,013183","1358,462815","1618,42546","1408,825627","1315,974738","1524,61162","1685,845133","1538,48262","2144,876632","1827,114296","1999,665422","2191,852823","1761,248371","2255,415606","1379,760456","1065,817542","1698,653279","1348,492575","1443,025584","1694,847599","1909,825694","1726,540654","1746,315794","1647,012856","1489,063323","1819,663626","2216,515317","1919,968711","2698,073046","2184,93784","2451,012363","2728,208734","2466,750381","3004,129932","2493,81208","2208,995826","2165,367198","2608,679932","2561,430369","1512,114433","2418,275204","1320,355977","2011,350737","1443,964769","1398,815268","1423,990251","618,4141935","601,2711624","242,0923218","109,5914164","394,0690082","-137,4010191","163,200601","141,1431541","139,5381549","140,7847361"
