monthly_total_interest_payments
201.07080953788508
551.1736511180508
285.951839056673
617.3953519815354
657.5636305470539
31.852566946388656
369.2451272164728
623.968868031066
385.5568568716104
319.2596362699241
669.0065873680772
316.96589405526277
211.9300025710349
179.10781843101913
32.192700097412
281.446536069678
76.97112514273228
13.155347329022243
102.56678085559228
298.54888956725716
278.22939731505
216.69449643409678
200.3372100060898
310.9869071810154
145.1735127386385
156.86891451160346
120.45642432261438
131.54326878038404
64.02007556168543
32.57101733866626
213.21393051316937
199.76935097621416
152.92241073809467
176.11678812433865
5.449479090200396
105.78420930439077
392.6333002842459
112.02833882416512
164.71341308918642
119.90619411415096
73.92357969647384
214.59904965159626
214.17351830253702
190.94097908556287
78.9163844026952
71.85601880549385
120.63523895488609
241.21573478900666
171.37522290689714
552.727587809979
29.530580265536248
284.9245553311712
514.7744644708829
78.5438412828302
361.43787430066436
133.07520233722624
82.17298199586135
485.3818911037824
576.7081821873608
241.27910900780822
60.68117837949622
166.3387476205038
